Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -count exons -condenseGenes -raw -d BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/)	chr	start	end	strand	Length	Copies	Annotation/Divergence	BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ (7419491.0 total)	BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ (7649856.0 total)	FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ (8316299.0 total)	FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/ (8521956.0 total)
NM_001159743	chr12	30884324	30893854	+	1501.0	1	Fam150b|6230419C23Rik|-|12 A2|12|protein-coding	13.000	0.000	4.500	2.500
NM_178627	chr15	83125968	83149378	-	3290.0	1	Poldip3|1110008P04Rik|AA408269|AL022852|C77954|PDIP46|SKAR|mKIAA1649|-|15|15 E1|protein-coding	905.500	763.000	1205.500	1319.000
NM_001081315	chr17	28801126	28838789	+	5958.0	1	Brpf3|AI413466|AW493400|mKIAA1286|-|17|17 A3.3|protein-coding	381.000	401.500	477.000	518.000
NM_206535	chr16	44867097	44915840	+	1742.0	1	Cd200r2|AY230198|Cd200r1l|-|16|16 B4-B5|protein-coding	0.000	0.000	0.000	0.000
NM_030732	chr3	22076652	22216594	+	8109.0	1	Tbl1xr1|8030499H02Rik|A630076E03Rik|AW539987|C21|C230089I12Rik|DC42|Ira1|TBLR1|-|3|3 A3|protein-coding	1437.000	1167.000	1224.000	1326.500
NR_033517	chr17	36145018	36162374	+	1507.0	1	2410017I17Rik|-|-|17|17 B1|ncRNA	1.500	10.500	0.000	0.000
NR_030147	chrX	66799223	66799297	-	74.0	1	Mir463|Mirn463|mir-463|mmu-mir-463|-|X A7.1|X|ncRNA	0.000	0.000	0.000	0.000
NM_147115	chr7	102984221	102985162	-	940.0	1	Olfr578|MOR7-1|-|7|7 E3|protein-coding	0.000	0.000	0.000	0.000
NM_133897	chr5	105519471	105608954	+	2823.0	1	Lrrc8c|AD158|AI326115|E430036I04Rik|fad158|-|5|5 E5|protein-coding	198.500	244.000	256.000	221.500
NM_001205391	chr1	87756011	87792428	+	3159.0	1	Atg16l1|1500009K01Rik|Apg16l|Atg16l|WDR30|-|1|1 D|protein-coding	56.000	120.500	92.500	106.000
NM_172506	chr16	44485045	44558870	-	4407.0	1	Boc|4732455C11|mFLJ00376|-|16|16 B4|protein-coding	42.000	60.000	52.000	43.000
NM_001011804	chr2	88929378	88930313	-	934.0	1	Olfr1211|MOR233-16P|MOR233-21|-|2|2 E1|protein-coding	0.000	0.000	0.000	0.000
NM_001243104	chr5	146481943	146484702	+	1184.0	1	Gm6408|-|-|5 G3|5|protein-coding	0.000	0.000	0.000	0.000
NM_007830	chr1	120113280	120121096	-	581.0	1	Dbi|ACBD1|Acbp|EP|endozepine|-|1|1 E2.3|protein-coding	214.500	233.000	395.500	495.500
NM_001166218	chr13	67038594	67061170	-	3964.0	1	Zfp712|4921504N20Rik|mszf31|mszf89|-|13|13 B3|protein-coding	27.000	48.000	40.000	71.000
NM_183285	chr11	115420126	115431274	+	1758.0	1	Kctd2|2310012I15Rik|-|11|11 E2|protein-coding	232.500	299.000	172.500	86.500
NM_001076681	chr11	78826595	78843899	+	5047.0	1	Lyrm9|1810012P15Rik|-|11|11 B5|protein-coding	261.000	302.500	134.000	144.500
NM_009920	chr19	5092868	5098521	-	1335.0	1	Cnih2|CNIH-2|Cnil|-|19|19 A|protein-coding	13.000	3.000	2.000	2.000
NM_207137	chr1	174368919	174369848	+	928.0	1	Olfr417|GA_x5J8B7W3B3M-312879-313274|GA_x6K02T2P20D-20787051-20786119|MOR267-11|-|1|1 H3|protein-coding	5.000	0.000	6.000	0.000
NR_102313	chr17	55997076	56005606	-	1624.0	1	Stap2|AW049765|STAP-2|-|17|17 D|protein-coding	0.000	0.000	1.000	17.000
NM_030253	chr16	35938470	35972621	+	3551.0	1	Parp9|ARTD9|AW214463|BC003281|Bagl|Bal|PARP-9|-|16|16 B3|protein-coding	268.000	427.000	164.000	306.000
NM_145581	chr7	43351341	43359470	+	2498.0	1	Siglecf|Siglec5|mSiglec-F|-|7|7 B3|protein-coding	1.000	1.000	0.000	6.000
NM_001199090	chr4	109505332	109531204	-	875.0	1	4930522H14Rik|1700007J23Rik|-|4|4 C7|protein-coding	0.000	0.000	0.000	0.000
NM_001311152	chr9	108051672	108079301	-	4686.0	1	Rnf123|BC003945|Kpc1|-|9|9 F1|protein-coding	438.500	245.000	282.000	337.000
NM_001085492	chr4	150281916	150621966	+	7433.0	1	Rere|1110033A15Rik|AI414665|ARG|ARP|ATN1L|AW742570|Atr2|DNB1|eye<m03Jus>|eyes3|mKIAA0458|-|4 E2|4 81.34 cM|protein-coding	1488.500	1260.000	1875.000	2309.000
NM_019827	chr16	38089001	38246084	+	8290.0	1	Gsk3b|7330414F15Rik|8430431H08Rik|C86142|GSK-3|GSK-3beta|GSK3|-|16|16 B3|protein-coding	1198.500	1227.500	1939.000	1802.000
NM_001272059	chr8	24727093	24824369	-	2718.0	1	Adam5|tMDC II|tMDCII|-|8 A2|8 13.26 cM|protein-coding	1.000	12.000	0.000	0.000
NM_013848	chr4	119175457	119190011	-	4536.0	1	Ermap|AA409279|AI666418|-|4 D2.1|4 55.34 cM|protein-coding	58.000	194.500	353.500	274.000
NM_001142916	chr9	92542223	92608427	+	3689.0	1	Plod2|D530025C14Rik|LH2|Plod-2|-|9 E3.3|9 48.4 cM|protein-coding	242.500	152.500	204.500	174.000
NM_001097977	chr2	151086786	151092350	-	2666.0	2	Gm14151|OTTMUSG00000015806|-|2|2 G3|protein-coding	0.000	0.000	0.000	0.000
NM_199067	chr8	21823539	21831296	+	369.0	1	Defb50|AY387658|BD-50|Defb37|Pbd1|mBD-50|-|8|8 A2|protein-coding	0.000	0.000	0.000	0.000
NM_029802	chr7	105634201	105640416	-	3267.0	1	Arfip2|2310002N04Rik|POR|Por1|-|7|7 E3|protein-coding	147.000	248.500	199.000	274.500
NM_198654	chr1	191063021	191084558	+	2965.0	1	Nsl1|4833432M17Rik|AI451597|Gm105|Gm984|-|1|1 H6|protein-coding	37.500	42.500	184.500	210.500
NM_177073	chr7	100845848	100863413	-	2804.0	1	Relt|E430021K24Rik|Tnfrsf19l|-|7|7 E2|protein-coding	77.000	53.000	93.000	91.500
NM_011962	chr5	136987019	136996646	+	3257.0	1	Plod3|AI414586|LH3|-|5 G2|5 76.09 cM|protein-coding	103.500	228.500	141.000	135.500
NM_030743	chr2	167492645	167516173	+	2998.0	1	Rnf114|1110008J21Rik|AI225886|AW549494|Zfp228|Zfp313|Znf228|-|2|2 H3|protein-coding	702.500	478.500	578.000	539.000
NM_026617	chr10	120208826	120224897	+	799.0	1	Tmbim4|0610007H07Rik|AU022431|-|10|10 D2|protein-coding	262.000	153.000	162.000	121.000
NM_027206	chr3	95139521	95142360	-	1118.0	1	Tnfaip8l2|1810019A08Rik|AW610835|TIPE2|-|3|3 F2.1|protein-coding	42.000	13.000	9.000	9.000
NM_172289	chr9	15709738	15742387	+	5553.0	1	Slc36a4|6330573I15Rik|PAT4|-|9|9 A2|protein-coding	134.000	181.000	177.000	111.000
NM_021022	chr2	69238282	69342616	-	4865.0	1	Abcb11|ABC16|Bsep|Lith1|PFIC2|PGY4|SPGP|-|2 C2|2 39.69 cM|protein-coding	0.000	0.000	0.000	0.000
NM_028938	chr3	155093434	155194278	+	2640.0	1	Lrriq3|4930438B07Rik|4930511J15Rik|4933403H06Rik|BB020367|Lrrc44|-|3|3 H4|protein-coding	6.500	0.500	0.000	0.000
NR_045454	chrX	134684562	134686462	-	976.0	1	B230119M05Rik|-|-|X|X E3|ncRNA	0.000	0.000	0.000	1.000
NM_012007	chr13	61000179	61005925	-	1374.0	1	Ctsj|CATP|CatRLP|Ctsp|-|13 B2|13 32.62 cM|protein-coding	0.000	0.000	0.000	0.000
NM_021294	chr11	76217613	76218665	+	571.0	1	Dbil5|ELP|-|11|11 B5|protein-coding	0.000	0.000	0.000	0.000
NM_001029982	chr7	128744870	128784835	+	4556.0	1	Sec23ip|D7Ertd373e|p125|-|7 F3|7 70.51 cM|protein-coding	376.000	205.000	325.500	295.000
NM_001011823	chr9	18987990	18988928	+	937.0	1	Olfr834|MOR153-2|MOR153-4_p|-|9|9 A2|protein-coding	0.000	0.000	0.000	0.000
NR_045462	chr17	4119446	4122102	-	728.0	1	4930548J01Rik|1700113K09Rik|-|17|17 A1|ncRNA	0.000	0.000	0.000	0.000
NM_009751	chr2	143826528	143863173	-	2362.0	1	Bfsp1|CP95|-|2|2 G1|protein-coding	2.000	0.000	11.000	6.000
NM_001033276	chr15	98831669	98871205	-	19770.0	1	Kmt2d|ALR|BC032281|BC058659|C430014K11Rik|KMT2B|Mll2|Mll4|-|15|15 F1|protein-coding	6496.500	6933.500	5007.000	5477.500
NM_146054	chr14	45458792	45530065	-	3226.0	1	Fermt2|AA960555|Kindlin-2|Mig2|Plekhc1|-|14|14 C1|protein-coding	39.000	12.000	15.000	28.000
NM_009858	chr6	71322788	71337492	+	1473.0	1	Cd8b1|Cd8b|Ly-3|Ly-C|Lyt-3|-|6 C1|6 32.14 cM|protein-coding	0.000	0.000	0.000	0.000
NM_015801	chr8	3515384	3544267	+	4402.0	1	Pnpla6|AI661849|MSws|Nte|-|8 A1.1|8 1.92 cM|protein-coding	228.500	235.000	214.500	271.000
NM_001165997	chr2	23510054	23572104	-	2844.0	1	Spopl|4921517N04Rik|AU014935|BB233739|E430033K04Rik|-|2|2 A3|protein-coding	69.000	126.500	131.500	137.000
NM_021336	chr7	66060336	66074587	+	1239.0	1	Snrpa1|1500015N06Rik|-|7|7 C|protein-coding	125.500	94.000	338.000	303.500
NM_009631	chr3	105904421	105908928	+	2368.0	1	Adora3|A3AR|A3R|AA3R|ARA3|Gpcr2|-|3 F2.2|3 46.45 cM|protein-coding	0.000	0.000	0.000	1.000
NM_026056	chr13	46501903	46650281	+	3643.0	1	Cap2|2810452G09Rik|AV045235|-|13|13 A5|protein-coding	23.000	0.000	3.000	9.000
NM_177753	chr14	118233234	118237030	-	3794.0	1	Sox21|Sox25|-|14|14 E4|protein-coding	0.000	0.000	0.000	0.000
NM_133351	chr7	127925717	127930113	-	1852.0	1	Prss8|2410039E18Rik|AI313909|C79772|CAP1|fr|mCAP1|-|7 F3|7 69.84 cM|protein-coding	43.000	9.500	2.500	6.000
NM_023721	chr12	78842982	78861638	-	1399.0	1	Atp6v1d|1110004P10Rik|Atp6m|VATD|Vma8|-|12 C3|12 35.51 cM|protein-coding	187.000	357.000	241.000	324.000
NM_001326288	chr3	23798103	24784006	-	9697.0	1	Naaladl2|2810043G22Rik|EG635702|Gm1021|-|3|3 A3|protein-coding	20.000	4.000	0.000	0.000
NM_001005847	chr8	53511702	53523422	+	1279.0	1	Aga|AW060726|-|8|8 B1.3|protein-coding	40.000	80.000	101.500	97.500
NM_019883	chr8	70508263	70510417	-	541.0	1	Uba52|D8Ertd21e|Gm1863|Rps27a|Ubb|Ubc|-|8 B3.3|8 34.15 cM|protein-coding	2028.500	1932.000	2388.500	2143.000
NM_019713	chr9	107554583	107562267	+	1724.0	1	Rassf1|123F2|AA536941|AU044980|NORE2A|RDA32|REH3P21|Rassf1A|Rassf1B|Rassf1C|-|9|9 F1|protein-coding	46.500	99.500	89.500	163.000
NM_053111	chr14	51853768	51854642	+	708.0	1	Ear6|-|-|14|14 C1|protein-coding	0.000	0.000	0.000	0.000
NM_025849	chr4	75277351	75278292	-	727.0	1	Tmem261|1700027K24Rik|3110001D03Rik|-|4|4 C3|protein-coding	49.500	60.000	135.500	123.500
NM_001144948	chr4	121414735	121423099	-	1143.0	1	Gm12886|OTTMUSG00000008908|-|4|4 D2.2|protein-coding	0.000	0.000	0.000	0.000
NM_001256101	chr5	146951573	146963797	-	5081.0	1	Mtif3|2810012L14Rik|AI414549|-|5|5 G3|protein-coding	375.500	195.000	408.500	384.500
NM_001166843	chr7	23577185	23578099	+	913.0	1	Vmn1r169|Gm4232|-|7 A3|7|protein-coding	0.000	0.000	0.000	0.000
NM_029756	chr1	176814660	177020432	+	2751.0	1	Sdccag8|2700048G21Rik|5730470G24Rik|Cccap|-|1|1 H4|protein-coding	235.500	184.500	218.000	211.500
NR_040704	chr5	131880269	131883768	+	512.0	1	4930563F08Rik|-|-|5|5 G2|ncRNA	7.000	0.000	0.000	0.000
NM_010871	chr13	100281121	100316616	-	6689.0	1	Naip6|Birc1f|Naip-rs4|Naip-rs4A|-|13 D1|13 53.09 cM|protein-coding	477.500	610.500	424.000	612.500
NM_019674	chr7	126785866	126792547	-	1399.0	1	Ppp4c|1110002D08Rik|AU016079|Ppx|-|7|7 F3|protein-coding	255.000	225.000	272.000	411.500
NM_030595	chr3	55625198	56183701	-	10923.0	1	Nbea|Lyst2|mKIAA1544|-|3 C|3 26.61 cM|protein-coding	1125.500	834.000	1030.500	1152.500
NM_024177	chr11	116131817	116138868	-	1400.0	1	Mrpl38|1110036N21Rik|4733401F03Rik|MRP-L3|R75240|Rpml3|-|11|11 E2|protein-coding	74.500	38.500	110.500	111.000
NM_021606	chr2	38511697	38587490	+	3156.0	1	Nek6|1300007C09Rik|-|2 B|2 24.41 cM|protein-coding	232.500	100.500	319.500	518.500
NM_146164	chr5	137629123	137641099	+	3061.0	1	Lrch4|2810008P14Rik|2900069C24Rik|AI558103|LRN|LRRN4|SAP25|mFLJ00248|-|5|5 G2|protein-coding	950.000	958.500	1115.500	1382.000
NM_011233	chr13	100617164	100651061	-	2830.0	1	Rad17|MmRad24|-|13|13 D1|protein-coding	47.000	20.500	103.500	53.000
NM_029839	chr19	57452906	57488908	+	4289.0	1	Trub1|2610009I02Rik|9030425C13Rik|AI448235|BB118943|C76870|-|19|19 D2|protein-coding	386.000	465.500	386.500	267.500
NM_175168	chr17	46564451	46629504	-	4233.0	1	Ptk7|8430404F20Rik|chz|mPTK7/CCK4|-|17|17 C|protein-coding	81.000	219.000	224.000	249.000
NM_011263	chr5	77265494	77283697	+	4260.0	1	Rest|2610008J04Rik|AA407358|NRSF|REST4|-|5|5 C3.3|protein-coding	731.500	535.000	676.000	918.500
NM_001142969	chr6	132625111	132627511	-	479.0	1	A630073D07Rik|Gm1688|-|6|6 G1|protein-coding	0.000	0.000	0.000	0.000
NM_027064	chr13	98984090	98984565	-	473.0	1	1700024P04Rik|H2bl1|Subh2bv|-|13|13 D1|protein-coding	0.000	0.000	0.000	0.000
NM_025399	chr12	112934291	112942142	-	1252.0	1	Nudt14|1110030M18Rik|UGPPase|-|12|12 F1|protein-coding	30.500	5.000	77.500	57.000
NM_207227	chr11	52144593	52145528	-	934.0	1	Olfr1373|GA_x6K02T2QP88-3283154-3284089|-|11|11 B1.3|protein-coding	2.000	0.000	0.000	0.000
NM_031376	chr19	41274218	41385070	-	2596.0	1	Pik3ap1|1810044J04Rik|BCAP|-|19|19 C3|protein-coding	94.000	114.000	119.000	175.000
NM_013672	chr15	102406316	102436404	+	7810.0	1	Sp1|1110003E12Rik|AA450830|AI845540|Sp1-1|-|15|15 F3|protein-coding	2298.500	1943.000	2336.500	2771.000
NM_026162	chr2	16356304	16755839	+	6931.0	1	Plxdc2|1200007L24Rik|5430431D22Rik|AI646728|AU022916|AV231634|Tem7r|-|2|2 A2-A3|protein-coding	1356.000	929.000	378.000	396.000
NR_035421	chr12	101021673	101021768	-	95.0	1	Mir1190|Mirn1190|mmu-mir-1190|-|12 E|12 51.16 cM|ncRNA	0.000	0.000	0.000	0.000
NM_001311147	chr2	130706200	130839687	-	6706.0	1	4930402H24Rik|2810487F15Rik|AI413763|C78926|-|2 F1|2|protein-coding	188.500	189.000	200.000	202.500
NR_039576	chrX	56587852	56587914	-	62.0	1	Mir5116|mmu-mir-5116|mu-mir-5116|-|X A6|X 30.06 cM|ncRNA	0.500	0.500	9.500	9.500
NM_001164681	chr8	105048599	105058414	+	1894.0	1	Ces3a|Ces3|Ces31|Es31|-|8|8 D3|protein-coding	0.000	0.000	0.000	0.000
NM_031868	chr19	4192174	4195419	+	1354.0	1	Ppp1ca|Ppp1c|dism2|-|19|19 A|protein-coding	601.500	551.500	1011.500	1300.500
NM_023463	chr17	35067325	35070048	+	955.0	1	Ly6g6c|1110003M04Rik|AU016360|G6c|NG24|-|17|17 B1|protein-coding	0.000	0.000	0.000	0.000
NM_027840	chr8	88626828	88636128	-	1428.0	1	Snx20|9130017C17Rik|-|8|8 C3|protein-coding	43.500	22.000	42.500	74.500
NM_001177622	chr5	31036036	31048924	-	3198.0	1	Slc5a6|E430023I20|-|5|5 B1|protein-coding	41.500	82.000	71.500	53.000
NM_009405	chr7	142442468	142444405	+	659.0	1	Tnni2|-|-|7 F5|7 87.93 cM|protein-coding	2.500	6.000	7.000	15.500
NR_045065	chr15	10714900	10722211	+	1997.0	1	4930556M19Rik|1700009D01Rik|C130022M03Rik|-|15|15 A1|ncRNA	45.500	45.500	27.000	10.000
NR_105762	chr1	82131916	82132019	+	103.0	1	Mir6344|Gm27840|mmu-mir-6344|-|1|1 C5|ncRNA	0.000	0.000	0.000	0.000
NR_126571	chr10	76207226	76237865	-	2095.0	1	Prmt2|AI504737|Hrmt1l1|-|10 C1|10 38.74 cM|protein-coding	23.000	32.500	38.000	33.000
NR_030529	chr11	50357785	50357879	-	94.0	1	Mir804|Mirn804|mmu-mir-804|-|11 B1.3|11|ncRNA	0.000	0.000	0.000	0.000
NR_027919	chr2	122466583	122467797	-	1214.0	1	Bambi-ps1|-|-|2|2 E5|pseudo	3.000	0.000	0.000	3.000
NM_147028	chr2	87434489	87435445	+	955.0	1	Olfr1124|MOR264-24|MOR264-3|Olfr1124-ps1|Olfr1125|-|2|2 D|protein-coding	0.000	0.000	0.000	0.000
NM_027511	chr4	43727198	43728110	+	910.0	1	Hrct1|3830408D24Rik|-|4|4 B1|protein-coding	0.000	0.000	0.000	0.000
NM_001004193	chrX	37874780	37878944	-	1196.0	1	Rhox8|Tox|-|X|X A3.3|protein-coding	0.000	0.000	0.000	0.000
NM_183224	chr3	104767405	104777547	-	4308.0	1	Fam19a3|7530404M11Rik|TAFA3|Tafa-3|-|3|3 F2.2|protein-coding	0.000	8.000	0.000	0.000
NM_008628	chr17	87672557	87723713	+	3038.0	1	Msh2|AI788990|-|17 E4|17 57.87 cM|protein-coding	550.500	417.500	932.000	974.000
NM_054045	chr3	96238479	96239127	-	646.0	2	Hist2h3c2|H3-614|H3.2-614|Hist2h3c2-ps|Hist2h3ca1|M32461|-|3|3 F2.1|protein-coding	512.500	477.000	2425.000	1661.500
NM_001039365	chr9	120149742	120169378	+	1495.0	1	Mobp|AI835053|AI839848|MOBP155|MOBP170|MOBP69|MOBP73|MOBP81|R74645|-|9 F4|9 71.41 cM|protein-coding	0.000	0.000	0.000	0.000
NR_106003	chr5	137296624	137296688	-	64.0	1	Mir7036|Gm27973|mmu-mir-7036|mmu-mir-7036a|-|5|5 G2|ncRNA	10.500	12.500	13.000	15.500
NM_001177624	chr2	110597299	110649345	+	5075.0	1	Slc5a12|AI315119|D630015G19|SMCT2|-|2|2 E3|protein-coding	0.000	0.000	0.000	0.000
NM_001081234	chr5	108312925	108349355	+	4218.0	1	Pigg|Gpi7|-|5|5 F|protein-coding	175.000	137.000	195.000	200.500
NM_177420	chr19	15905123	15925059	-	2161.0	1	Psat1|D8Ertd814e|EPIP|PSA|Psat|-|19 A|19 10.86 cM|protein-coding	525.000	424.500	1133.500	1187.000
NM_011340	chr11	75410029	75422623	-	1484.0	1	Serpinf1|AI195227|EPC-1|Pedf|Pedfl|Sdf3|-|11|11 B5|protein-coding	448.000	555.500	403.500	394.000
NM_147091	chr7	102877122	102878063	+	940.0	1	Olfr568|MOR14-11|MOR14-3|-|7|7 E3|protein-coding	0.000	0.000	0.000	0.000
NM_007523	chr17	27019812	27028627	-	1995.0	1	Bak1|Bak|N-BAK1|N-Bak|-|17|17 A3.3|protein-coding	462.500	483.500	473.500	620.500
NM_009860	chr18	34732995	34751533	-	1926.0	1	Cdc25c|Cdc25|-|18 B1|18 18.71 cM|protein-coding	4.000	5.000	143.000	163.000
NM_001113470	chr10	126978717	126999975	+	4813.0	1	Ctdsp2|AI586070|D10Ertd73e|OS-4|OS4|SCP2|-|10 D3|10 74.35 cM|protein-coding	3972.500	3510.000	3293.000	3257.000
NM_001001183	chr17	25057702	25081114	-	1774.0	1	Tmem204|-|-|17|17 A3.3|protein-coding	10.000	18.000	13.500	28.000
NM_177601	chr5	20882453	20886870	+	881.0	1	Tmem60|BC027828|-|5|5 A3|protein-coding	98.000	138.000	158.000	202.000
NM_053245	chr11	72028722	72037509	-	1562.0	1	Aipl1|A930007I01Rik|-|11|11 B4|protein-coding	3.000	0.000	2.000	2.000
NM_001018031	chr3	70007613	70028708	+	2154.0	1	Otol1|Gm414|-|3|3 E2|protein-coding	0.000	0.000	0.000	0.000
NM_029342	chr1	74967346	75046639	-	840.0	1	Nhej1|1700029B21Rik|XLF|cernunnos|-|1|1 C4|protein-coding	69.000	12.000	22.000	22.000
NM_133907	chr5	29569242	29676077	+	5008.0	1	Ube3c|AI853514|mKIAA0010|-|5|5 B1|protein-coding	370.500	345.000	441.500	427.000
NM_001303244	chr11	44400063	44414677	+	2495.0	1	Il12b|Il-12b|Il-12p40|Il12p40|p40|-|11 B1.1|11 25.94 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001198789	chr9	72979725	72985376	-	704.0	1	Ccpg1os|EG546143|Gm5918|-|9|9 D|protein-coding	28.000	18.000	6.000	6.000
NM_001100458	chr13	97071643	97129522	+	4539.0	1	Fam169a|B230112C05Rik|SLAP75|-|13|13 D1|protein-coding	5.500	7.000	18.500	41.000
NM_007742	chr11	94936224	94953042	+	5877.0	1	Col1a1|Col1a-1|Cola-1|Cola1|Mov-13|Mov13|-|11 59.01 cM|11 D|protein-coding	0.000	2.000	3.000	1.000
NM_146035	chr12	69184158	69186773	+	2613.0	1	Mgat2|AA407964|CDGS2|GLCNACTII|GNT-II|GNT2|-|12|12 C2|protein-coding	79.000	62.500	99.000	74.500
NR_029715	chrX	52741983	52742066	-	83.0	1	Mir19b-2|Mirn19b|Mirn19b-2|miR-19b|mir-19b-2|-|X A5|X|ncRNA	0.000	0.000	0.000	0.000
NM_013901	chr3	90248192	90253612	+	2338.0	1	Slc39a1|Zip1|Zirtl|-|3|3 F1|protein-coding	128.000	223.000	183.000	214.000
NM_010497	chr1	65158616	65179142	-	2252.0	1	Idh1|AI314845|AI788952|E030024J03Rik|Id-1|Idh-1|Idpc|-|1 C2|1 32.91 cM|protein-coding	118.500	101.000	120.500	120.500
NR_131974	chr2	169962013	169963187	-	1174.0	1	AY702102|STDP1|-|2|2 H3|ncRNA	0.000	0.000	0.000	0.000
NM_146532	chr2	88224080	88225030	-	949.0	1	Olfr1170|MOR174-12|-|2|2 D|protein-coding	0.000	0.000	0.000	0.000
NM_008910	chr12	72761211	72794940	+	2781.0	1	Ppm1a|2310003C21Rik|2900017D14Rik|AI427932|AU017636|MMPa-2|MPPa-1|-|12|12 C3|protein-coding	214.500	313.000	342.000	284.500
NM_001162903	chr12	32378789	32382943	+	4152.0	1	Ccdc71l|2010109K11Rik|AV375874|-|12|12 A3|protein-coding	116.000	221.000	91.000	49.000
NR_029820	chr1	137966639	137966718	+	79.0	1	Mir181b-1|Mirn181b-1|mir-181b-1|-|1|1 E4|ncRNA	0.000	0.000	0.000	0.000
NR_033474	chr11	102619507	102624416	-	1330.0	1	2810433D01Rik|-|-|11|11 E1|ncRNA	0.000	0.000	0.000	0.000
NM_001163770	chr17	34837019	34839186	+	1438.0	1	Dxo|Dom3z|NG6|-|17|17 B1|protein-coding	77.500	44.500	31.000	103.500
NR_045068	chr15	82899080	82905816	+	1112.0	1	Gm20324|-|-|15 E1|15 38.76 cM|ncRNA	11.000	7.000	1.000	9.000
NM_009567	chr7	24270418	24277794	+	3504.0	1	Zfp93|Znf235|-|7 A3|7 10.27 cM|protein-coding	57.000	114.000	56.000	71.000
NM_001163565	chr7	47077800	47132598	-	3008.0	1	Ptpn5|Step|-|7 B3|7 30.7 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001081345	chr7	73426652	73541746	-	9030.0	1	Chd2|2810013C04Rik|2810040A01Rik|5630401D06Rik|AI851092|BC029703|CHD-2|-|7|7 D1|protein-coding	1877.000	2046.000	1748.500	1981.000
NR_106074	chr10	62682508	62682558	+	50.0	1	Mir7215|mmu-mir-7215|-|10|10 B4|ncRNA	0.000	0.000	0.000	0.000
NR_045099	chr11	119548630	119569046	+	1701.0	1	Gm11762|OTTMUSG00000004029|-|11 E2|11 83.96 cM|ncRNA	0.000	0.000	0.000	0.000
NM_177036	chr7	19875742	19887965	-	3352.0	1	Ceacam19|C130022P09Rik|CEAL1|-|7|7 A3|protein-coding	0.000	0.000	0.000	0.000
NM_001177633	chr14	20348162	20368564	+	1793.0	1	Fam149b|AA536717|AI428773|Fam149b1|mKIAA0974|-|14|14 A3|protein-coding	136.500	121.000	131.000	176.500
NM_022417	chr1	85894510	85908698	+	2016.0	1	Itm2c|3110038L02Rik|BRI3|Bricd2c|E25|E25C|ITM3|-|1|1 C5|protein-coding	145.000	124.500	40.000	30.000
NM_001167151	chr7	20232908	20233828	-	919.0	3	Gm4498|Vmn1r97|-|7 A3|7|protein-coding	0.000	0.000	0.000	0.000
NM_001167873	chr7	29983955	30028282	+	7168.0	1	Zfp568|C80731|Gm1691|Znf568|chato|-|7|7 B1|protein-coding	166.000	128.000	414.000	560.000
NR_033729	chr9	20607475	20617271	+	2352.0	1	Fbxl12os|5730577I03Rik|-|9|9 A3|pseudo	16.500	9.000	13.000	10.000
NM_026935	chr17	53829637	53845958	-	1455.0	1	Sult1c2|1810008N17Rik|ST1C1|ST1C2|Sult1c1|-|17|17 C|protein-coding	0.000	0.000	0.000	0.000
NR_015591	chr2	156852403	156862945	-	1506.0	1	5430405H02Rik|2610307N17Rik|-|2|2 H1|ncRNA	77.500	26.000	110.000	63.500
NM_008278	chr8	56294552	56321046	+	1710.0	1	Hpgd|15-PGDH|AV026552|-|8|8 B2|protein-coding	2.000	0.000	7.000	25.000
NM_027942	chr9	6265028	6266547	-	1517.0	1	Ddi1|1700011N24Rik|-|9|9 A1|protein-coding	44.000	39.500	11.000	18.500
NR_106084	chr3	97690509	97690562	-	53.0	1	Mir7225|Gm27499|mmu-mir-7225|-|3|3 F2.2|ncRNA	0.000	0.000	0.000	0.000
NM_001346740	chr1	192098546	192138040	-	4049.0	1	Rcor3|4921514E24Rik|C730034D20Rik|E130101E15Rik|-|1|1 H6|protein-coding	419.500	265.500	209.000	146.000
NM_001167996	chr3	68869586	68872163	+	2575.0	1	1110032F04Rik|AI115547|-|3|3 E1|protein-coding	0.000	0.000	1.000	0.000
