Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -condenseGenes -count exons -rpkm -d BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/)	chr	start	end	strand	Length	Copies	Annotation/Divergence	BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ FPKM	BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ FPKM	FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ FPKM	FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/ FPKM
NM_026983	chr6	136907387	136922180	-	944.0	1	Erp27|1810033M07Rik|1810047B09Rik|-|6|6 G1|protein-coding	2.641	2.008	0.318	0.808
NM_025300	chr1	4773200	4785726	-	1909.0	1	Mrpl15|HSPC145|MRP-L7|Rpml7|-|1|1 A1|protein-coding	2.965	4.417	8.787	8.114
NM_008432	chr8	25849623	25937934	+	3502.0	1	Kcnu1|Kcnma3|Slo3|mSlo3|-|8|8 A2|protein-coding	0.000	0.000	0.000	0.000
NM_011635	chrX	139333683	139338169	+	1173.0	1	Trap1a|Tra-P1A|-|X F1|X 61.35 cM|protein-coding	0.000	0.000	0.000	0.000
NM_007535	chr9	114330135	114330578	+	441.0	1	Bcl2a1c|A1-c|-|9|9 F3|protein-coding	0.000	0.000	0.000	0.000
NM_001304800	chr3	98852194	98859794	-	1659.0	1	Hsd3b1|3-beta-HSD I|D3Ertd383e|-|3 F2.2|3 42.89 cM|protein-coding	0.000	0.000	0.000	0.424
NM_001291039	chr2	132285939	132312050	+	8058.0	1	Cds2|5730450N06Rik|5730460C18Rik|AI854580|D2Wsu127e|-|2 F2|2 64.15 cM|protein-coding	14.535	12.727	12.430	14.344
NM_001004157	chr11	75513541	75526580	+	2871.0	1	Scarf1|AA986099|SREC|SREC-I|mKIAA0149|-|11|11 B5|protein-coding	9.952	16.892	9.675	9.973
NM_011843	chr10	128510250	128525859	-	3652.0	1	Esyt1|Fam62a|Mbc2|vp115|-|10|10 D3|protein-coding	23.158	23.535	28.975	31.682
NM_021423	chr15	89499857	89560260	+	7106.0	1	Shank3|AI841104|SHANK3c-3|SHANK3c-4|Shank3b|-|15|15 E3|protein-coding	27.294	30.473	18.749	24.522
NM_183148	chr4	139530548	139620382	+	5322.0	1	Iffo2|C79267|-|4|4 D3|protein-coding	2.267	2.186	1.469	3.043
NM_024209	chr2	39196798	39226338	-	1549.0	1	Ppp6c|2310003C10Rik|-|2|2 B|protein-coding	18.316	23.123	17.272	18.105
NM_199066	chrX	8366978	8375388	+	867.0	1	Ssxb9|-|-|X|X A1.1|protein-coding	0.000	0.000	0.000	0.000
NM_001037298	chr8	122481698	122551329	-	8163.0	1	Piezo1|9630020g22|Fam38a|mKIAA0233|-|8|8 E1|protein-coding	10.980	6.686	9.472	11.047
NM_001289732	chrX	113297510	113836386	+	2876.0	1	Dach2|9430028N04Rik|-|X E1|X 49.13 cM|protein-coding	0.258	0.273	0.376	0.367
NR_040767	chr9	61017069	61019797	+	1634.0	1	Gm5122|A430102L10|-|9 B|9|ncRNA	0.000	0.000	0.000	0.000
NR_049198	chr13	93790777	93790837	+	60.0	1	Mir5624|Gm25075|mir-5624|mmu-mir-5624|-|13|13 C3|ncRNA	0.000	0.000	0.000	0.000
NM_001099688	chr11	72314444	72319419	+	1705.0	1	Fbxo39|1700010H23Rik|-|11|11 B4|protein-coding	0.000	0.000	0.000	0.000
NM_010184	chr1	173221271	173227229	-	1019.0	1	Fcer1a|FcERI|Fce1a|Fcr-5|fcepsilonri|-|1 H3|1 80.33 cM|protein-coding	0.132	0.000	0.000	0.000
NM_007524	chr5	41761483	41764220	-	1433.0	1	Nkx3-2|Bapx1|NKX3.2|Nkx-3.2|-|5 B3|5 22.58 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001010835	chr10	24037614	24038690	+	1075.0	1	Taar7e|Gm697|taR-7e|-|10|10 A4|protein-coding	0.000	0.000	0.000	0.000
NM_145458	chr14	8098213	8165111	+	2787.0	1	Pxk|C230080L11Rik|D14Ertd813e|MONaKA|-|14 A1|14 4.7 cM|protein-coding	6.698	5.113	6.407	6.421
NM_146477	chr17	37085191	37086236	-	1043.0	1	Olfr90|MOR256-21|bM573K1.2|-|17|17 B1|protein-coding	0.000	0.000	0.000	0.000
NM_173747	chrX	7697134	7710259	+	3560.0	1	Gpkow|4432411B18|DXErtd697e|DXImx41e|T54|-|X A1.1|X 3.47 cM|protein-coding	17.415	17.570	19.455	22.463
NM_016880	chr11	100092192	100096224	-	1713.0	1	Krt35|AI662400|Ha5|Krt1-24|Krtha5|-|11|11 D|protein-coding	0.000	0.000	0.000	0.000
NM_172714	chr5	100442035	100500639	-	4447.0	1	Lin54|AI461788|-|5|5 E4|protein-coding	3.091	2.263	5.827	5.766
NM_025616	chr7	28305826	28312046	-	1166.0	1	Timm50|2810403L02Rik|AU015082|TIM50L|-|7|7 A3|protein-coding	4.046	6.278	11.499	13.536
NM_029801	chr3	88282760	88296838	-	475.0	1	Tsacc|1700021C14Rik|SIP|-|3|3 F1|protein-coding	4.398	1.651	3.797	3.706
NR_037221	chr11	52126746	52126836	+	90.0	1	Mir3061|mir-3061|mmu-mir-3061|-|11 B1.3|11 31.86 cM|ncRNA	0.000	0.000	0.668	0.000
NM_001316366	chr11	101769748	101785310	-	2300.0	1	Etv4|AW414408|Pea-3|Pea3|-|11 D|11 65.48 cM|protein-coding	0.000	0.000	0.052	0.612
NM_172913	chr8	90247112	90348252	-	3184.0	1	Tox3|500-9|BC052044|C230068E13|CAGF9|Tnrc9|-|8 C4|8 43.96 cM|protein-coding	0.000	0.000	0.000	0.000
NR_030436	chr14	79738431	79738528	+	97.0	1	Mir759|Mirn759|mir-759|mmu-mir-759|-|14 D3|14|ncRNA	0.000	0.000	0.000	0.000
NM_178404	chr2	128967402	129018563	+	4902.0	1	Zc3h6|4631426G04Rik|4833425H18Rik|AU024389|AW060453|Zc3hdc6|mKIAA2035|-|2|2 F1|protein-coding	6.393	6.160	2.490	2.490
NM_182841	chr5	100077873	100159808	-	3073.0	1	Tmem150c|-|-|5|5 E4|protein-coding	0.439	0.043	0.000	0.611
NM_174991	chr15	74516196	74589464	+	6194.0	1	Adgrb1|B830018M07Rik|Bai1|R75078|mKIAA4089|-|15|15 D3|protein-coding	0.000	0.000	0.000	0.000
NM_008278	chr8	56294552	56321046	+	1710.0	1	Hpgd|15-PGDH|AV026552|-|8|8 B2|protein-coding	0.158	0.000	0.492	1.716
NM_016863	chr12	4833174	4841595	-	974.0	1	Fkbp1b|12.6kDa|AW494148|FKBP12.6|calstabin2|-|12|12 A1.1|protein-coding	1.591	2.550	1.975	2.410
NM_001201364	chr7	21909434	21921289	-	1718.0	2	Gm10662|ENSMUSG00000074296|-|7|7 A3|protein-coding	0.000	0.000	0.000	0.000
NM_198410	chr3	88364589	88368541	+	1660.0	1	Paqr6|1500001B10Rik|-|3|3 F1|protein-coding	0.000	0.000	0.000	0.000
NM_001167167	chr7	21795811	21796728	-	916.0	2	Gm4177|Vmn1r134|-|7 A3|7|protein-coding	0.000	0.000	0.000	0.000
NM_146791	chr2	89617168	89618245	-	1075.0	1	Olfr1248|MOR23110|-|2|2 E1|protein-coding	0.000	0.000	0.000	0.000
NM_178685	chr14	88464747	88471396	-	5232.0	1	Pcdh20|C630015B17Rik|Pcdh13|-|14|14 E1|protein-coding	0.000	0.000	0.000	0.000
NM_001033367	chr17	74426295	74459108	-	3827.0	1	Nlrc4|9530011P19Rik|CLAN|CLAN1|CLANA|CLANB|CLANC|CLAND|Card12|IPAF|-|17|17 E2|protein-coding	0.106	0.000	0.126	0.245
NR_040614	chr2	113691053	113708550	-	1023.0	1	4930533B01Rik|-|-|2|2 E4|ncRNA	0.000	0.000	0.000	0.000
NR_040564	chr16	59636945	59672993	+	546.0	1	4930547E14Rik|-|-|16|16 C1.3|ncRNA	0.000	0.000	0.000	0.000
NM_146672	chr10	129911338	129912276	-	937.0	1	Olfr816|MOR113-1|-|10|10 D3|protein-coding	0.000	0.000	0.000	0.000
NM_011874	chr7	28041702	28050092	-	1423.0	1	Psmc4|CIP21|MIP224|-|7 A3|7 16.11 cM|protein-coding	16.433	21.772	39.927	38.056
NM_001002240	chr19	56826275	56870012	+	4860.0	1	Tdrd1|MTR-1|-|19|19 D2|protein-coding	0.000	0.000	0.742	0.459
NR_045450	chr4	83378317	83390668	-	1458.0	1	Gm11413|OTTMUSG00000000829|-|4 C3|4|ncRNA	0.000	0.000	0.000	0.000
NM_001127685	chr12	111979323	111980751	-	756.0	1	Rd3l|A930011N13|-|12|12 F1|protein-coding	0.000	0.000	0.000	0.000
NM_029964	chr11	117797660	117807308	+	1070.0	1	6030468B19Rik|-|-|11|11 E2|protein-coding	0.000	0.000	0.787	0.987
NM_183026	chr8	19194328	19195309	+	326.0	1	Defb14|BD-14|-|8|8 A1.3|protein-coding	0.000	0.000	0.000	0.000
NM_001291052	chr2	132529082	132578248	-	3604.0	1	Gpcpd1|2310004G06Rik|2310032D16Rik|AU015213|Gde5|Prei4|mKIAA1434|-|2 F2|2|protein-coding	7.910	10.736	8.091	9.914
NM_027492	chr14	49172246	49190888	+	4422.0	1	Naa30|4930487N19Rik|5730533P17Rik|AI447922|AW322455|Nat12|-|14|14 C1|protein-coding	2.073	3.340	2.488	3.835
NM_001311111	chr6	43345001	43666278	-	2514.0	1	Tpk1|-|-|6|6 B2.1|protein-coding	7.801	9.698	3.300	2.217
NM_009317	chr4	53779705	53786885	+	1140.0	1	Tal2|bHLHa19|-|4 B2|4 28.75 cM|protein-coding	0.000	0.000	0.316	0.000
NM_001104537	chr10	79468958	79492154	+	2588.0	1	Vmn2r83|EG625029|-|10|10 C1|protein-coding	0.000	0.000	0.000	0.000
NM_178638	chr9	103482936	103761837	-	3684.0	1	Tmem108|AI462967|B130017P16Rik|R74726|-|9|9 F1|protein-coding	0.000	0.000	0.033	0.064
NM_009763	chr5	43818893	43843468	+	2325.0	1	Bst1|114/A10|A530073F09|BP-3|Bp3|Bsta1|CD157|Ly65|-|5 B3|5 23.84 cM|protein-coding	0.000	0.000	0.362	0.202
NM_001164185	chr7	30957770	30973469	-	1963.0	1	Lsr|ILDR3|Lisch7|-|7|7 B1|protein-coding	8.754	6.759	4.809	4.274
NM_001001932	chr10	95940663	96045518	+	7805.0	1	Eea1|A430109M19Rik|B230358H09Rik|ZFYVE2|-|10|10 C2|protein-coding	14.790	12.243	9.436	11.456
NR_033521	chr17	25343245	25345562	-	1088.0	1	Tpsab1|MMCP-7|Mcp-7|Mcp7|Mcpt7|-|17 A3.3|17 12.53 cM|protein-coding	0.000	0.000	0.000	0.000
NM_181390	chr14	30879257	30881610	+	1174.0	1	Mustn1|1110028G01Rik|Mustang|-|14|14 B|protein-coding	0.918	0.668	0.000	1.099
NM_172671	chr2	109917647	110014257	+	5040.0	1	Lgr4|9130225G07|A330106J01Rik|A930009A08Rik|Gpr48|-|2|2 E3|protein-coding	1.872	1.245	0.692	1.118
NM_177307	chr17	32452723	32493320	+	2602.0	1	Cyp4f39|4732474A20Rik|-|17|17 B1|protein-coding	0.000	0.000	0.092	0.000
NM_199155	chr6	132868008	132869009	+	1000.0	1	Tas2r110|T2R10|Tas2r10|mt2r57|-|6 G1|6 64.03 cM|protein-coding	0.000	0.000	0.000	0.000
NM_025836	chr17	56278962	56290511	-	2149.0	1	Plin3|1300012C15Rik|M6prbp1|Tip47|-|17|17 D|protein-coding	4.390	3.589	7.890	5.570
NM_028901	chr5	112688876	112896362	-	8234.0	1	Myo18b|4932408L24Rik|4933411E19Rik|Gm448|-|5|5 F|protein-coding	0.000	0.000	0.015	0.000
NM_177068	chr1	170644532	170682789	+	3085.0	1	Olfml2b|1110018N05Rik|4832415H08Rik|AI467542|-|1|1 H3|protein-coding	0.000	0.000	0.000	0.114
NM_001038610	chr14	97786846	98169765	-	5279.0	1	Dach1|Dac|Dach|-|14 E2.1|14 48.25 cM|protein-coding	10.340	9.534	7.585	4.123
NM_023873	chr9	99243468	99300403	+	2559.0	1	Cep70|6720484E09Rik|Bite|C030018L16Rik|-|9|9 E3.3|protein-coding	7.347	5.006	2.608	4.379
NM_001009952	chr7	33364343	33366319	-	515.0	1	Scgb2b20|Abpbg20|Abpd|C2c|Scgb2b2|-|7|7 B1|protein-coding	0.000	0.000	0.000	0.000
NM_172723	chr5	139271876	139325464	-	2386.0	1	Adap1|4930431P11Rik|Centa1|GC1L|p42IP4|-|5|5 G2|protein-coding	2.655	6.739	7.711	6.246
NM_178241	chr1	74191786	74194631	-	1120.0	1	Cxcr1|Il8ra|-|1 C3|1 38.44 cM|protein-coding	1.564	5.077	0.429	0.000
NM_001177576	chr7	141429749	141434594	-	2534.0	1	Slc25a22|1300006L01Rik|AI060884|Gc1|-|7|7 F5|protein-coding	9.095	7.661	3.512	5.302
NM_146902	chr2	89111575	89112510	-	934.0	1	Olfr1221|MOR233-3|-|2|2 E1|protein-coding	0.000	0.000	0.000	0.000
NM_182694	chr7	29170210	29173933	+	2648.0	1	Ggn|AI593290|-|7|7 B1|protein-coding	1.476	1.481	3.656	2.149
NM_030691	chr7	121064067	121074530	-	2125.0	1	Igsf6|-|-|7|7 F2|protein-coding	1.839	13.780	12.619	12.894
NR_130335	chr2	10481531	10481620	+	89.0	3	Mir466c-2|Mirn466c-2|mmu-mir-466c-2|-|2 A1|2|ncRNA	0.000	0.000	0.000	0.000
NM_145571	chr6	83326039	83340949	+	1554.0	1	Mob1a|4022402H07Rik|MOB1|MOB4B|Mobk1b|Mobkl1b|-|6|6 C3|protein-coding	15.872	16.193	10.872	20.237
NM_009030	chr4	129307100	129335370	-	4393.0	1	Rbbp4|RBAP48|mRbAp48|-|4|4 D2.2|protein-coding	12.702	16.991	21.118	22.104
NM_016750	chr3	137864487	137866922	+	1062.0	1	H2afz|H2A.Z|H2a.z-1|-|3|3 G3|protein-coding	347.167	264.582	623.365	702.075
NM_001160403	chrX	86747242	88115623	-	2726.0	1	Il1rapl1|6330532G10Rik|C030039N24|IL1R8|IL1RAPL|MRX34|OPHN4|TIGIRR-2|-|X|X C1|protein-coding	0.247	0.000	0.000	0.000
NM_028567	chr3	90062796	90068347	+	3091.0	1	1700094D03Rik|-|-|3|3 F1|protein-coding	3.379	2.051	1.692	2.107
NR_040676	chr5	112793292	112801701	+	946.0	1	1700095B10Rik|-|-|5|5 F|ncRNA	0.000	0.000	0.000	0.000
NM_133238	chr8	3743395	3748984	-	1475.0	1	Cd209a|CD209|CDSIGN|CIRE|DC-SIGN|DC-SIGN1|Dcsign|SIGN-R1|SIGNR5|-|8|8 A1.1|protein-coding	0.000	0.222	0.734	2.029
NM_019833	chr2	26628457	26636497	+	1615.0	1	Fam69b|AB030186|AW209000|B230317C12Rik|PIP49|-|2|2 A3|protein-coding	12.018	13.274	1.340	3.815
NM_001163014	chr7	4368713	4397744	-	1142.0	1	Gp6|9830166G18Rik|Gm469|Gpvi|-|7|7 A1|protein-coding	0.000	0.000	0.000	0.000
NM_010572	chrX	141710998	141725217	-	6244.0	1	Irs4|IRS-4|-|X F2|X 62.43 cM|protein-coding	0.000	0.000	0.000	0.000
NM_145705	chr14	55679080	55681817	-	1728.0	1	Tinf2|AW552114|D14Wsu146e|Tin2|-|14 C3|14 28.19 cM|protein-coding	7.644	10.061	5.845	6.655
NM_001252153	chr15	97964229	97970286	+	1457.0	1	Tmem106c|AI046681|BC046621|D15Ertd405e|-|15 F1|15 53.96 cM|protein-coding	19.889	25.884	13.163	10.631
NM_001081426	chr13	9276525	9668926	+	7985.0	1	Dip2c|2900024P20Rik|9630044M06|mKIAA0934|-|13|13 A1|protein-coding	3.646	3.209	1.032	1.617
NM_025670	chr16	4765461	4789935	-	3890.0	1	Cdip1|2700048O17Rik|5730403B10Rik|AU018521|AW742692|CDIP|-|16 A1|16 2.47 cM|protein-coding	18.502	14.248	13.941	15.007
NM_205820	chrX	106143275	106160493	+	4009.0	1	Tlr13|AI666735|Gm713|-|X|X D|protein-coding	0.000	0.000	0.045	0.146
NM_134156	chr12	80167542	80260371	-	3716.0	1	Actn1|3110023F10Rik|Actn1a|-|12 C3|12 36.49 cM|protein-coding	2.611	2.867	5.129	4.358
NM_001276423	chr2	172393794	172433757	+	3619.0	1	Cass4|F730031O20Rik|-|2|2 H3|protein-coding	1.471	1.499	1.013	1.102
NM_001025260	chrX	11311934	11312427	+	491.0	1	H2al1e|Gm14484|OTTMUSG00000016790|-|X A1.1|X|protein-coding	0.275	0.000	0.000	0.239
NM_026585	chr6	116208033	116262671	+	4264.0	1	Washc2|A130095H06|C530005J20Rik|D6Wsu116e|Fam21|-|6 E3|6 53.76 cM|protein-coding	12.059	10.730	12.394	10.402
NM_029594	chr5	123480153	123482101	-	805.0	1	Il31|1700013B14Rik|-|5|5 F|protein-coding	0.000	0.000	0.000	0.000
NR_040324	chr7	73313806	73375774	-	2970.0	1	A730056A06Rik|C76391|-|7|7 D1|ncRNA	0.000	0.000	0.000	0.000
NM_010531	chr7	102015077	102018155	-	1393.0	1	Il18bp|IL-18BP|Igifbp|MC54L|-|7|7 E2|protein-coding	8.660	8.540	3.582	5.391
NM_026069	chr15	5116613	5119140	+	861.0	1	Rpl37|3110005M08Rik|-|15|15 A1|protein-coding	227.764	179.761	216.051	194.619
NR_029961	chr13	113037534	113037624	+	90.0	1	Mir449a|Mirn449|Mirn449a|mir-449a|mmu-mir-449|-|13|13 D2.2|ncRNA	0.000	0.000	0.000	0.000
NM_019883	chr8	70508266	70510367	-	488.0	1	Uba52|D8Ertd21e|Gm1863|Rps27a|Ubb|Ubc|-|8 B3.3|8 34.15 cM|protein-coding	556.935	516.859	584.104	514.462
NM_001291145	chr2	160906438	160912339	-	3411.0	1	Emilin3|1110013O17Rik|EMILIN-3|EMILIN-5|EMILIN-T|Emilin5|-|2|2 H2|protein-coding	0.000	0.000	0.035	0.000
NM_009761	chr14	66985240	67008877	-	3229.0	1	Bnip3l|C86132|D14Ertd719e|Nip3L|Nix|-|14 D1|14 34.6 cM|protein-coding	31.493	35.200	34.707	32.797
NM_001271403	chr14	66084372	66112386	-	1967.0	1	Ephx2|CEH|Eph2|SEH|sEP|-|14 D1|14 34.36 cM|protein-coding	0.582	0.266	0.245	0.000
NM_007651	chr3	106758861	106790149	-	2792.0	1	Cd53|AI323659|Ox-44|Tspan25|-|3 F2.3|3 46.53 cM|protein-coding	2.559	2.762	6.676	10.591
NM_001164187	chr6	83795158	83802556	+	1309.0	1	Nagk|Gnk|-|6|6 C3|protein-coding	5.303	9.886	7.762	3.138
NM_008659	chr11	75651509	75674634	+	5238.0	1	Myo1c|C80397|MMIb|MYO1E|NMI|mm1beta|myr2|-|11 B5|11 45.92 cM|protein-coding	8.517	12.303	10.055	14.629
NM_001167996	chr3	68869586	68872163	+	2575.0	1	1110032F04Rik|AI115547|-|3|3 E1|protein-coding	0.000	0.000	0.047	0.000
NM_001167161	chr7	20473960	20474925	-	964.0	2	Gm10670|ENSMUSG00000074330|Vmn1r102|-|7|7 A3|protein-coding	0.000	0.000	0.000	0.000
NM_001025573	chr6	34945295	34977999	-	2148.0	1	Slc23a4|2010107G12Rik|Gm468|-|6|6 B1|protein-coding	0.000	0.061	0.224	0.437
NM_001167587	chr9	36119934	36128779	-	1137.0	1	Gm5916|EG546123|-|9|9 A4|protein-coding	0.000	0.000	0.000	0.000
NM_207572	chr13	21555040	21556020	-	979.0	1	Olfr1535|MOR256-36|MOR256-63|Olfr1365|-|13|13 A3.1|protein-coding	0.000	0.000	0.000	0.000
NR_040630	chr1	106152625	106171524	-	542.0	1	Gm20753|-|-|1|1 E2.1|ncRNA	0.000	0.000	0.000	0.000
NM_008654	chr7	45522917	45526268	-	2328.0	1	Ppp1r15a|9630030H21|Gadd34|Myd116|-|7|7 B3|protein-coding	37.603	42.451	14.927	9.375
NM_001102578	chr7	86148042	86171724	-	2555.0	1	Vmn2r75|EG546981|-|7|7 D3|protein-coding	0.000	0.000	0.000	0.000
NM_027090	chr9	63394447	63399244	-	594.0	1	2300009A05Rik|-|-|9|9 C|protein-coding	0.227	1.540	2.632	3.260
NM_001037922	chr8	85151924	85173622	+	2393.0	1	Cks1brt|EG624855|Gm6531|-|8 C3|8|protein-coding	0.000	0.000	0.000	0.000
NM_177578	chr4	112232245	112300468	+	3617.0	1	Skint3|A430090E18Rik|Skint-3|-|4|4 D1|protein-coding	1.043	0.470	0.332	0.681
NM_144908	chr5	25222893	25265918	+	2527.0	1	Galnt11|A430075I06Rik|AI648252|E430002F06Rik|-|5|5 A3|protein-coding	4.960	2.664	2.665	5.247
NR_028021	chr14	25696356	25701282	-	1774.0	1	Ppifos|4930520F12Rik|Ppifs|-|14|14 A3|ncRNA	12.232	6.300	5.965	9.062
NM_031260	chr15	88982994	89055152	+	4023.0	1	Mov10l1|CHAMP|Csm|-|15|15 E3|protein-coding	0.000	0.000	0.000	0.000
NM_009721	chr1	164437099	164458355	-	2582.0	1	Atp1b1|Atp4b|Atpb|Atpb-1|NKbeta1|-|1 H2.2|1 71.75 cM|protein-coding	3.341	2.000	1.956	1.591
NR_106183	chr10	128458680	128458768	+	88.0	1	Mir8105|Gm27346|mmu-mir-8105|-|10|10 D3|ncRNA	0.000	0.000	0.000	0.000
NM_178380	chr8	109548024	109565601	-	4161.0	1	Dhx38|5730550P09Rik|AI325984|AW540902|Ddx38|Prp16|mKIAA0224|-|8|8 D3|protein-coding	6.171	2.419	7.947	9.574
NM_170757	chr19	56790963	56813683	-	2738.0	1	Ccdc186|1810028B20Rik|A630007B06Rik|AI159700|Otg1|-|19|19 D2|protein-coding	4.898	6.278	6.873	9.022
NM_008718	chr7	16455721	16476780	-	2077.0	1	Npas1|MOP5|bHLHe11|-|7 A2|7 9.14 cM|protein-coding	2.531	0.000	0.000	0.000
NM_133729	chrX	50841371	50893098	+	3302.0	1	Stk26|2610018G03Rik|Mst4|-|X|X A5|protein-coding	19.797	18.409	19.792	16.294
NM_029687	chr2	38998309	39001584	+	1195.0	1	Wdr38|1700123D08Rik|-|2|2 B|protein-coding	1.015	1.477	3.019	2.013
NM_172276	chr5	129501231	129571384	+	3283.0	1	Sfswap|1190005N23Rik|6330437E22Rik|AI197402|AW212079|SWAP|Sfrs8|Srsf8|-|5|5 G1.3|protein-coding	21.286	23.692	22.892	25.931
NM_026862	chr7	24743983	24760311	-	2695.0	1	Cd177|1190003K14Rik|Pdp3|-|7|7 A3|protein-coding	0.000	0.000	0.535	0.218
NM_029434	chr9	83391355	83441127	-	2000.0	1	Lca5|4930431B11Rik|5730406O13Rik|AV274874|ORF64|-|9|9 E2|protein-coding	2.729	2.811	0.030	1.379
NR_110968	chr2	39016156	39065541	-	4420.0	1	Golga1|0710001G09Rik|2210418B03Rik|AW107649|Golgi97|awag|golgin-97|-|2|2 B|protein-coding	6.236	8.000	6.189	5.376
NM_146747	chr9	39018619	39019539	-	919.0	1	Olfr146|M15|MOR171-10|-|9|9 A5.1|protein-coding	0.000	0.000	0.000	0.000
NR_027847	chr10	116964740	116969107	+	2242.0	1	D630029K05Rik|AI314111|AI875589|-|10|10 D2|ncRNA	0.060	0.350	0.161	0.052
NM_176942	chr7	57407669	57510009	-	2662.0	1	Gabra5|A230018I05Rik|-|7 B5|7 33.52 cM|protein-coding	0.000	0.000	0.000	0.000
NM_053081	chr4	43002337	43010301	-	2707.0	1	Fancg|AU041407|Xrcc9|-|4|4 A5|protein-coding	8.315	10.310	10.172	8.236
NM_176847	chr11	115315192	115321918	-	3178.0	1	Ush1g|Sans|js|-|11 E2|11 80.84 cM|protein-coding	0.000	0.000	0.000	0.000
NM_024254	chr2	112379211	112414237	+	2871.0	1	Katnbl1|2410042D21Rik|AA166487|AA473307|AI467442|-|2|2 E3|protein-coding	4.718	6.989	6.932	7.459
NM_029044	chr11	60353380	60394333	+	1842.0	1	Lrrc48|4930449E07Rik|Drc3|-|11|11 B2|protein-coding	0.073	1.419	0.000	0.382
NR_030576	chr16	43640655	43640737	+	82.0	1	Mir568|Mirn568|mmu-mir-568|-|16 B4|16|ncRNA	26.299	10.362	5.132	2.862
NM_001112703	chr2	31688537	31804362	+	7149.0	1	Abl1|AI325092|Abl|E430008G22Rik|c-Abl|-|2 21.86 cM|2 B|protein-coding	11.001	16.731	14.490	18.023
NM_027105	chr16	88646824	88647796	-	970.0	1	Krtap26-1|2310002B14Rik|AI507462|-|16|16 C3.3|protein-coding	0.000	0.000	0.000	0.000
NM_027036	chr4	128260212	128260895	-	681.0	1	Hmgb4|1700001F22Rik|AI326135|-|4|4 D2.2|protein-coding	0.000	0.000	0.000	0.000
NM_001081956	chrX	36608183	36645414	-	6144.0	1	Akap17b|AA407619|AKAP-17B|B230333C21Rik|C230056F04Rik|PRKA17B|Sfrs17b|Srsf17b|Talia|-|X|X A3.3|protein-coding	0.592	3.383	0.450	1.280
NM_009382	chr9	44043384	44048579	+	1729.0	1	Thy1|CD90|T25|Thy-1|Thy-1.2|Thy1.1|Thy1.2|-|9 A5.1|9 24.52 cM|protein-coding	1.949	1.588	6.746	2.138
NR_045917	chrX	36910834	36911985	+	456.0	1	Gm15008|OTTMUSG00000018719|-|X A3.3|X 21.32 cM|ncRNA	4.581	1.577	2.110	5.147
NM_028270	chr4	45799022	45804608	+	2298.0	1	Aldh1b1|2700007F14Rik|-|4|4 B1|protein-coding	0.704	0.626	0.000	0.051
NM_001025571	chr3	87846755	87855722	+	4725.0	1	Sh2d2a|Lad|Ribp|Tsad|-|3 F1|3 38.78 cM|protein-coding	0.143	0.194	0.000	0.099
NR_030270	chr12	109722718	109722802	+	84.0	1	Mir376c|Mirn376c|mir-376c|-|12 F1|12|ncRNA	0.000	0.000	0.000	0.000
NM_001177580	chr4	41941634	41942668	+	406.0	4	Gm13308|OTTMUSG00000011355|-|4 A5|4|protein-coding	6.141	10.142	3.850	12.862
NM_146651	chr1	173270147	173271137	+	988.0	1	Olfr418|MOR267-12P|MOR267-8|Olfr1403|Olfr418-ps1|-|1|1 H3|protein-coding	0.000	0.000	0.000	0.000
NR_130957	chr3	89767511	89773400	-	2949.0	1	4632404H12Rik|-|-|3|3 F1|ncRNA	1.714	3.701	2.712	2.069
NM_001005421	chr9	45079183	45108531	+	2445.0	1	Amica1|AMICA|Crea7|Gm638|Jaml|-|9|9 A5.2|protein-coding	0.000	0.802	0.000	0.000
NM_026347	chr12	21316392	21323607	+	918.0	1	Iah1|1500019E20Rik|4833421E05Rik|-|12|12 A1.3|protein-coding	4.551	6.194	6.156	10.482
NR_045893	chr11	6525591	6528760	-	588.0	1	Snhg15|Gm11974|OTTMUSG00000005115|-|11|11 A1|ncRNA	9.398	7.225	6.851	8.681
NR_130637	chr11	32095259	32101228	-	2589.0	1	Gm12108|BB052462|OTTMUSG00000005365|-|11|11 A4|ncRNA	0.000	0.000	0.000	0.000
